"","X","gen","class","primary_cat","sub_cat","infr_desc","infr_date","harm","sex","party","dup","year","event_unique_id","subject","notes","X.1","null","deans_date","month","semester","term","month_year"
"121",104,"Male",2009,"Alcohol",NA,"serving to minors",2007-11-29,"0","0","1",1,"2007","2007-11-29_Alcohol_0_0_1_1",1,"",NA,"0","0","Nov","Fall","Fall 2007","Nov 2007"
"122",105,"Male",2009,"Alcohol",NA,"serving to minors",2007-11-29,"0","0","1",1,"2007","2007-11-29_Alcohol_0_0_1_1",2,"",NA,"0","0","Nov","Fall","Fall 2007","Nov 2007"
"123",100,"Female",2009,"Alcohol",NA,"serving to minors",2007-11-30,"0","0","1",1,"2007","2007-11-30_Alcohol_0_0_1_1",1,"",NA,"0","0","Nov","Fall","Fall 2007","Nov 2007"
"124",101,"Female",2009,"Alcohol",NA,"serving to minors",2007-11-30,"0","0","1",1,"2007","2007-11-30_Alcohol_0_0_1_1",2,"",NA,"0","0","Nov","Fall","Fall 2007","Nov 2007"
"125",102,"Female",2009,"Alcohol",NA,"serving to minors",2007-11-30,"0","0","1",1,"2007","2007-11-30_Alcohol_0_0_1_1",3,"",NA,"0","0","Nov","Fall","Fall 2007","Nov 2007"
"126",103,"Male",2009,"Alcohol",NA,"serving to minors",2007-12-01,"0","0","1",0,"2007","2007-12-01_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"127",112,"Male",2009,"Disorderly Conduct",NA,"student found naked in hallway, pounding on his own door to be let in; used hostile language and profanity with dps",2007-12-07,"0","1","0",0,"2007","2007-12-07_Disorderly Conduct_0_1_0_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"128",126,"Male",2011,"Alcohol",NA,"serving to minors and serving to prospective students",2007-12-07,"0","0","1",0,"2007","2007-12-07_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"129",132,"Female",2009,"Disorderly Conduct",NA,"belligerent and combative w/ staff at uhs and umcp",2007-12-08,"0","0","0",0,"2007","2007-12-08_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2007","Dec 2007"
"130",137,"Male",2010,"Alcohol",NA,"hosting, excessive drinking",2007-12-08,"0","0","1",1,"2007","2007-12-08_Alcohol_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"131",138,"Male",2010,"Alcohol",NA,"hosting, excessive drinking",2007-12-08,"0","0","1",1,"2007","2007-12-08_Alcohol_0_0_1_1",2,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"132",161,"Male",2008,"Property Damage & Vandalism",NA,"destruction of property in that he broke a window while under the influence of alcohol at the princeton theological seminary",2007-12-08,"0","0","1",1,"2007","2007-12-08_Property Damage & Vandalism_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"133",162,"Male",2008,"Alcohol",NA,"serving/making alcohol available to minors",2007-12-08,"0","0","1",1,"2007","2007-12-08_Alcohol_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"134",156,"Male",2008,"Dishonesty/Fraud",NA,"repeatedly interfered with an interview w/ public safety",2007-12-09,"0","0","0",0,"2007","2007-12-09_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2007","Dec 2007"
"135",176,"Female",2012,"Theft",NA,"possession of stolen property in the form of a wooden eagle belonging to the terrace club",2007-12-09,"0","0","1",0,"2007","2007-12-09_Theft_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"136",139,"Male",2010,"Alcohol",NA,"participating in a drinking game",2007-12-10,"0","0","1",0,"2007","2007-12-10_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"137",130,"Male",2010,"Disorderly Conduct",NA,"got into a scuffle w/ and threatened to fight another person at the wawa",2007-12-13,"1","0","0",0,"2007","2007-12-13_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"138",147,"Male",2011,"Alcohol",NA,"particpated in a drinking game",2007-12-13,"0","0","1",0,"2007","2007-12-13_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"139",151,"Male",2008,"Alcohol",NA,"hosted a party where alcohol was made available and participated in a drinking game.",2007-12-13,"0","0","1",1,"2007","2007-12-13_Alcohol_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"140",152,"Male",2009,"Alcohol",NA,"participating in drinking games",2007-12-13,"0","0","1",1,"2007","2007-12-13_Alcohol_0_0_1_1",2,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"141",159,"Male",2008,"Alcohol",NA,"serving to persons under the age of 21",2007-12-13,"0","0","1",0,"2007","2007-12-13_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"142",128,"Male",2011,"Disorderly Conduct",NA,"public urination and failure to cooperate w/ ps officers",2007-12-14,"0","0","1",0,"2007","2007-12-14_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"143",140,"Male",2009,"Alcohol",NA,"serving to minors, possession of a marijuana pipe",2007-12-14,"0","0","1",1,"2007","2007-12-14_Alcohol_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"144",141,"Male",2009,"Alcohol",NA,"serving to minors, possession of marijuana pipe",2007-12-14,"0","0","1",1,"2007","2007-12-14_Alcohol_0_0_1_1",2,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"145",142,"Male",2008,"Alcohol",NA,"serving to minors, possession of marijuana pipe",2007-12-14,"0","0","1",1,"2007","2007-12-14_Alcohol_0_0_1_1",3,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"146",143,"Male",2008,"Dishonesty/Fraud",NA,"dishonesty and non-cooperation w/ public safety",2007-12-14,"0","0","1",1,"2007","2007-12-14_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"147",144,"Male",2010,"Disorderly Conduct",NA,"non-compliance w/ and obstruction of a ps officer",2007-12-14,"0","0","1",1,"2007","2007-12-14_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"148",164,"Male",2008,"Property Damage & Vandalism",NA,"smashing china from cloister inn in university parking lot on several occasions throught the fall semester while under the influence of alcohol",2007-12-17,"0","0","1",0,"2007","2007-12-17_Property Damage & Vandalism_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"149",160,"Female",2009,"Assault",NA,"inadvertently  struck another student during a verbal altercation.",2007-12-18,"1","0","0",0,"2007","2007-12-18_Assault_1_0_0_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"150",157,"Male",2008,"Alcohol",NA,"possession of a keg",2007-12-23,"0","0","1",0,"2007","2007-12-23_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2007","Dec 2007"
"151",134,"Male",2011,"Alcohol",NA,"serving alcohol to minors",2008-01-01,"0","0","1",1,"2008","2008-01-01_Alcohol_0_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"152",135,"Male",2010,"Alcohol",NA,"serving alcohol to minors",2008-01-01,"0","0","1",1,"2008","2008-01-01_Alcohol_0_0_1_1",2,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"153",136,"Male",2010,"Dishonesty/Fraud",NA,"non-cooperation w/ ps officer",2008-01-01,"0","0","1",1,"2008","2008-01-01_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"154",153,"Male",2012,"Theft",NA,"misues of electronic/network resources",2008-01-01,"0","0","0",0,"2008","2008-01-01_Theft_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2008","Jan 2008"
"155",145,"Male",2009,"Alcohol",NA,"purchased alcohol and gave it to a minor in witherspoon",2008-01-10,"0","0","0",0,"2008","2008-01-10_Alcohol_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2008","Jan 2008"
"156",148,"Male",2009,"Health and Safety",NA,"found on the roof of robertson hall",2008-01-10,"1","0","0",0,"2008","2008-01-10_Health and Safety_1_0_0_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"157",149,"Female",2009,"Health and Safety",NA,"found on the roof of robertson hall",2008-01-10,"1","0","0",0,"2008","2008-01-10_Health and Safety_1_0_0_0",2,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"158",179,"Female",2010,"Drugs",NA,"smoking cigarettes and marijuana in dorm",2008-01-14,"0","0","1",0,"2008","2008-01-14_Drugs_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"159",180,"Female",2008,"Drugs",NA,"smoking in dorm, use of marijuana on university property, providing inaccurate info to a ps officer",2008-01-14,"0","0","1",0,"2008","2008-01-14_Drugs_0_0_1_0",2,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"160",171,"Male",2008,"Alcohol",NA,"serving to minors",2008-01-15,"0","0","1",1,"2008","2008-01-15_Alcohol_0_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"161",172,"Male",2009,"Alcohol",NA,"serving to minors",2008-01-15,"0","0","1",1,"2008","2008-01-15_Alcohol_0_0_1_1",2,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"162",127,"Male",2011,"Harassment/Respect for Others",NA,"sent a threatening email.",2008-01-19,"1","0","0",0,"2008","2008-01-19_Harassment/Respect for Others_1_0_0_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"163",217,"Female",2009,"Disorderly Conduct",NA,"non-cooperation in that you strenuously and belligerently resisted instructions by staff member at uhs, disorderly conduct in that you used profanity w/ both uhs and pmc, attempted and actual assault, in that you struck a",2008-01-19,"1","0","0",0,"2008","2008-01-19_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"164",150,"Male",2010,"Disorderly Conduct",NA,"uttering a profane word out of a cab and walking down the middle of the street",2008-01-20,"0","0","0",0,"2008","2008-01-20_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2008","Jan 2008"
"165",189,"Male",2011,"Alcohol",NA,"making alcohol available to a minor and participating in a drinking game in your dorm room",2008-01-20,"0","0","1",0,"2008","2008-01-20_Alcohol_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"166",188,"Male",2010,"Health and Safety",NA,"student had been smoking in room and hid under bed from public safety.",2008-01-25,"0","0","0",0,"2008","2008-01-25_Health and Safety_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2008","Jan 2008"
"167",133,"Male",2009,"Dishonesty/Fraud",NA,"threatening others and dishonest in matters; false reports",2008-01-28,"1","0","0",0,"2008","2008-01-28_Dishonesty/Fraud_1_0_0_0",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"168",173,"Female",2008,"Alcohol",NA,"serving to minors",2008-01-29,"0","0","1",1,"2008","2008-01-29_Alcohol_0_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"169",174,"Female",2008,"Alcohol",NA,"serving to minors",2008-01-29,"0","0","1",1,"2008","2008-01-29_Alcohol_0_0_1_1",2,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"170",175,"Female",2008,"Alcohol",NA,"serving to minors",2008-01-29,"0","0","1",1,"2008","2008-01-29_Alcohol_0_0_1_1",3,"",NA,"0","0","Jan","Spring","Spring 2008","Jan 2008"
"171",165,"Male",2011,"Alcohol",NA,"minor in possession in a common area",2008-02-03,"0","0","0",0,"2008","2008-02-03_Alcohol_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"172",181,"Male",2011,"Alcohol",NA,"seerving to minors, dishonesty/noncooperation w/ dps/police",2008-02-07,"0","0","1",1,"2008","2008-02-07_Alcohol_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"173",182,"Male",2011,"Dishonesty/Fraud",NA,"providing a false name to police officer",2008-02-07,"0","0","1",1,"2008","2008-02-07_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"174",184,"Male",2010,"Disorderly Conduct",NA,"verbally abusive and uncooperatvie w/ uhs",2008-02-08,"0","0","0",0,"2008","2008-02-08_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"175",202,"Male",2011,"Dishonesty/Fraud",NA,"violating university's policy 'honesty in university matters, specifically, providing accurate information'",2008-02-08,"0","0","0",0,"2008","2008-02-08_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"176",203,"Male",2011,"Property Damage & Vandalism",NA,"hosting a party that led to disorderly conduct by your guests and destruction of property/vandalism",2008-02-08,"0","0","1",1,"2008","2008-02-08_Property Damage & Vandalism_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"177",204,"Male",2010,"Property Damage & Vandalism",NA,"hosting a party that led to disorderly conduct by your guests and destruction of property/vandalism",2008-02-08,"0","0","1",1,"2008","2008-02-08_Property Damage & Vandalism_0_0_1_1",2,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"178",205,"Male",2010,"Property Damage & Vandalism",NA,"hosting a party that led to disorderly conduct by your guests and destruction of property/vandalism",2008-02-08,"0","0","1",1,"2008","2008-02-08_Property Damage & Vandalism_0_0_1_1",3,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"179",206,"Male",2014,"Property Damage & Vandalism",NA,"destruction of property in gauss hall and dishonesty w/ university officials",2008-02-08,"0","0","1",1,"2008","2008-02-08_Property Damage & Vandalism_0_0_1_1",4,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"180",167,"Male",2009,"Alcohol",NA,"minor in possession in a common area",2008-02-09,"0","0","1",0,"2008","2008-02-09_Alcohol_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"181",168,"Male",2009,"Alcohol",NA,"purchased alcohol at community liquor on witherspoon and gave it to underage friend.",2008-02-09,"0","0","1",0,"2008","2008-02-09_Alcohol_0_0_1_0",2,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"182",169,"Male",2009,"Drugs",NA,"possession of marijuana",2008-02-09,"0","0","0",0,"2008","2008-02-09_Drugs_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"183",170,"Male",2009,"Drugs",NA,"possession of marijuana and drug paraphernalia",2008-02-09,"0","0","0",0,"2008","2008-02-09_Drugs_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"184",185,"Female",2009,"Theft",NA,"while intoxicated, took pizza from frist center w/o paying for it.",2008-02-09,"0","0","1",0,"2008","2008-02-09_Theft_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"185",178,"Female",2008,"Alcohol",NA,"making alcohol available / serving to minors",2008-02-10,"0","0","1",0,"2008","2008-02-10_Alcohol_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"186",200,"Female",2010,"Alcohol",NA,"possession of alcohol in a public space",2008-02-14,"0","0","1",1,"2008","2008-02-14_Alcohol_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"187",201,"Female",2010,"Alcohol",NA,"possession of alcohol in a public space",2008-02-14,"0","0","1",1,"2008","2008-02-14_Alcohol_0_0_1_1",2,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"188",186,"Male",2009,"Theft",NA,"placed 2 packets of cookies inside open bag of chips in wawa",2008-02-16,"0","0","0",0,"2008","2008-02-16_Theft_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"189",231,"Female",2010,"Alcohol",NA,"serving",2008-02-16,"0","0","1",0,"2008","2008-02-16_Alcohol_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"190",222,"Male",2010,"Dishonesty/Fraud",NA,"lying to ps officers and university administrators regarding the actions of another student",2008-02-17,"0","0","0",1,"2008","2008-02-17_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"191",223,"Male",2012,"Dishonesty/Fraud",NA,"lying to ps officers and university administrators regarding the actions of another student",2008-02-17,"0","0","0",1,"2008","2008-02-17_Dishonesty/Fraud_0_0_0_1",2,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"192",224,"Male",2017,"Drugs",NA,"smoking marijuana in room",2008-02-17,"0","0","0",1,"2008","2008-02-17_Drugs_0_0_0_1",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"193",225,"Male",2012,"Drugs",NA,"possession of drug paraphernalia and dishonesty in university matters",2008-02-17,"0","0","0",1,"2008","2008-02-17_Drugs_0_0_0_1",2,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"194",192,"Male",2009,"Alcohol",NA,"possession/use of fake id",2008-02-20,"0","0","1",0,"2008","2008-02-20_Alcohol_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2008","Feb 2008"
"195",195,"Male",2008,"Drugs",NA,"in lieu of a referral to cod, must move from university housing by 4/14/08. smoking marijuana, possession of marijuana and drug parphernalia",2008-02-21,"0","0","0",0,"2008","2008-02-21_Drugs_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"196",177,"Female",2012,"Dishonesty/Fraud",NA,"dishonest in university matters when informing a professor, in the course of requesting a grade change, that mother had recently passed away and you had attended her funeral, when in fact the person who passed away was a fam",2008-02-26,"0","0","0",0,"2008","2008-02-26_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"197",278,"Male",2011,"Drugs",NA,"possession and use of marijuana",2008-02-29,"0","0","0",0,"2008","2008-02-29_Drugs_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2008","Feb 2008"
"198",187,"Male",2009,"Alcohol",NA,"serving",2008-03-01,"0","0","1",0,"2008","2008-03-01_Alcohol_0_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"199",193,"Male",2008,"Alcohol",NA,"serving/making alcohol available to people under 21",2008-03-01,"0","0","1",0,"2008","2008-03-01_Alcohol_0_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"200",259,"Female",2012,"Drugs",NA,"possession and use of marijuana and related paraphernalia",2008-03-02,"0","0","0",0,"2008","2008-03-02_Drugs_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"201",207,"Male",2010,"Dishonesty/Fraud",NA,"dishonesty in university academic matters, specifically attempting to gain unfair advantage regarding a paper for his 208 course",2008-03-03,"0","0","0",0,"2008","2008-03-03_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"202",183,"Male",2011,"Alcohol",NA,"driving while intoxicated and possession of marijuana",2008-03-05,"1","0","1",0,"2008","2008-03-05_Alcohol_1_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"203",197,"Male",2011,"Alcohol",NA,"serving alcohol to minors and then lying to a ps officer",2008-03-08,"0","0","1",1,"2008","2008-03-08_Alcohol_0_0_1_1",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"204",198,"Male",2011,"Alcohol",NA,"participating in drinking games",2008-03-08,"0","0","1",1,"2008","2008-03-08_Alcohol_0_0_1_1",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"205",194,"Female",2008,"Property Damage & Vandalism",NA,"tore smoke alarm out of wall to get it to stop, was not malicious",2008-03-09,"0","0","0",0,"2008","2008-03-09_Property Damage & Vandalism_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"206",226,"Male",2008,"Disorderly Conduct",NA,"using profane and abusive language toward a library employee",2008-03-16,"1","0","0",0,"2008","2008-03-16_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"207",229,"Female",2012,"Health and Safety",NA,"elevated surfaces -on roof of bloomberg hall",2008-03-16,"0","0","1",0,"2008","2008-03-16_Health and Safety_0_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"208",190,"Female",2008,"Disorderly Conduct",NA,"throwing cup of beer in the face of another student",2008-03-21,"1","0","1",0,"2008","2008-03-21_Disorderly Conduct_1_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"209",210,"Female",2013,"Health and Safety",NA,"on roof of mccormick hall (art museum)",2008-03-24,"0","0","0",0,"2008","2008-03-24_Health and Safety_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"210",214,"Male",2010,"Alcohol",NA,"serving to minors",2008-03-27,"0","0","1",1,"2008","2008-03-27_Alcohol_0_0_1_1",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"211",215,"Female",2010,"Alcohol",NA,"serving to minors",2008-03-27,"0","0","1",1,"2008","2008-03-27_Alcohol_0_0_1_1",2,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"212",211,"Male",2010,"Alcohol",NA,"serving alcohol to minors",2008-03-28,"0","0","1",0,"2008","2008-03-28_Alcohol_0_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"213",220,"Male",2009,"Theft",NA,"misppropriation of valuable equipment from media services",2008-03-28,"0","0","0",0,"2008","2008-03-28_Theft_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"214",256,"Female",2010,"Dishonesty/Fraud",NA,"falsely informed u. officials including 2 professors and college dean that you handed in 2 exams last semester when in fact didn't hand in either 2",2008-03-28,"0","0","0",0,"2008","2008-03-28_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2008","Mar 2008"
"215",242,"Male",2010,"Alcohol",NA,"serving to minors",2008-03-29,"0","0","1",0,"2008","2008-03-29_Alcohol_0_0_1_0",1,"",NA,"0","0","Mar","Spring","Spring 2008","Mar 2008"
"216",212,"Male",2010,"Alcohol",NA,"serving and unsafe situation: people on roof",2008-04-04,"0","0","1",1,"2008","2008-04-04_Alcohol_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2008","Apr 2008"
"217",213,"Male",2010,"Alcohol",NA,"serving and unsafe situation: people on roof",2008-04-04,"0","0","1",1,"2008","2008-04-04_Alcohol_0_0_1_1",2,"",NA,"0","0","Apr","Spring","Spring 2008","Apr 2008"
"218",236,"Male",2010,"Theft",NA,"removing a chair from a computer lab",2008-04-04,"0","0","0",1,"2008","2008-04-04_Theft_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2008","Apr 2008"
